Hotel_Name,Reviewer_Score,Total_Number_of_Reviews,lat,lng,Hotel_ID,Total_Reviews_Found
HCC Regente,10.0,354,41.3922919,2.1622256,HCC Regente_41.392_2.162,72.0
Barcel Raval,6.7,2254,41.3790126,2.1696339,Barcel Raval_41.379_2.17,552.0
Le M ridien Barcelona,4.6,451,41.3837453,2.171014,Le M ridien Barcelona_41.384_2.171,118.0
Ilunion Barcelona,8.3,3944,41.3989322,2.2024183,Ilunion Barcelona_41.399_2.202,620.0
Austria Trend Hotel Rathauspark Wien,9.6,1884,48.2133054,16.3567884,Austria Trend Hotel Rathauspark Wien_48.213_16.357,330.0
Hotel Landhaus Fuhrgassl Huber,7.5,719,48.2508693,16.304957,Hotel Landhaus Fuhrgassl Huber_48.251_16.305,71.0
Hotel Parco di Sch nbrunn Vienna,5.8,576,48.1776236,16.3243588,Hotel Parco di Sch nbrunn Vienna_48.178_16.324,59.0
Catalonia Born,9.2,2094,41.3896916,2.1798661,Catalonia Born_41.39_2.18,439.0
NH Amsterdam Caransa,6.7,966,52.3664077,4.8969091,NH Amsterdam Caransa_52.366_4.897,256.0
NH Amsterdam Schiller,9.2,1667,52.3657092,4.8966912,NH Amsterdam Schiller_52.366_4.897,485.0
Royal Amsterdam Hotel,10.0,627,52.3657281,4.8972883,Royal Amsterdam Hotel_52.366_4.897,162.0
Lindner Hotel Am Belvedere,9.2,790,48.1955998,16.3826989,Lindner Hotel Am Belvedere_48.196_16.383,84.0
NH Wien Belvedere,7.9,1191,48.1954348,16.383429,NH Wien Belvedere_48.195_16.383,199.0
Austria Trend Hotel Savoyen Vienna,7.9,4016,48.1950444,16.3844751,Austria Trend Hotel Savoyen Vienna_48.195_16.384,713.0
Austria Trend Hotel Doppio Wien,10.0,3010,48.1854312,16.404884,Austria Trend Hotel Doppio Wien_48.185_16.405,339.0
K West Hotel Spa,2.5,1560,51.5013149,-0.2174459,K West Hotel Spa_51.501_-0.217,762.0
Appartement Hotel an der Riemergasse,9.2,969,48.2071576,16.3765913,Appartement Hotel an der Riemergasse_48.207_16.377,225.0
Saint SHERMIN bed breakfast champagne,10.0,651,48.1978409,16.367087,Saint SHERMIN bed breakfast champagne_48.198_16.367,164.0
The Wittmore Adults Only,10.0,217,41.380939,2.1796095,The Wittmore Adults Only_41.381_2.18,85.0
Le Meridien Vienna,9.6,2393,48.2027296,16.3661211,Le Meridien Vienna_48.203_16.366,508.0
The College Hotel,8.3,561,52.3527675,4.88373,The College Hotel_52.353_4.884,153.0
Hotel Roemer Amsterdam,5.4,974,52.3617577,4.8780052,Hotel Roemer Amsterdam_52.362_4.878,268.0
Hotel mbit Barcelona,8.8,1498,41.3907821,2.1717426,Hotel mbit Barcelona_41.391_2.172,316.0
Catalonia Eixample 1864,9.6,2372,41.393599,2.1684151,Catalonia Eixample 1864_41.394_2.168,428.0
Negresco Princess 4 Sup,10.0,2369,41.3905166,2.1725643,Negresco Princess 4 Sup_41.391_2.173,520.0
Petit Palace Barcelona,7.5,1148,41.3909816,2.1714938,Petit Palace Barcelona_41.391_2.171,160.0
Roger de Ll ria,4.2,596,41.3910786,2.1717285,Roger de Ll ria_41.391_2.172,128.0
Hotel Garbi Millenni,5.0,549,41.3759896,2.167148,Hotel Garbi Millenni_41.376_2.167,80.0
Vincci Gala,9.6,913,41.3895263,2.1747136,Vincci Gala_41.39_2.175,167.0
Catalonia Square 4 Sup,5.8,1711,41.3885658,2.1712991,Catalonia Square 4 Sup_41.389_2.171,437.0
H10 Universitat,8.3,1403,41.3869565,2.1665338,H10 Universitat_41.387_2.167,280.0
Hotel Regina,8.3,1948,48.2163343,16.3595536,Hotel Regina_48.216_16.36,284.0
Bcn Urban Hotels Gran Rosellon,9.6,2383,41.4226648,2.1464261,Bcn Urban Hotels Gran Rosellon_41.423_2.146,398.0
Gallery Hotel,9.6,953,41.3949242,2.1593099,Gallery Hotel_41.395_2.159,232.0
Hotel Omm,5.4,631,41.3962468,2.1609551,Hotel Omm_41.396_2.161,133.0
Ayre Hotel Rosell n,8.3,2359,41.4047382,2.1727127,Ayre Hotel Rosell n_41.405_2.173,519.0
Evenia Rossello,8.8,690,41.3920254,2.1554675,Evenia Rossello_41.392_2.155,87.0
Hotel Imlauer Wien,8.8,1152,48.2176776,16.3821364,Hotel Imlauer Wien_48.218_16.382,156.0
Hotel Nestroy Wien,7.9,682,48.2178332,16.3821636,Hotel Nestroy Wien_48.218_16.382,95.0
Hotel Lam e,9.2,866,48.2102677,16.3741269,Hotel Lam e_48.21_16.374,171.0
Crowne Plaza London Docklands,7.1,2768,51.5083537,0.0198855,Crowne Plaza London Docklands_51.508_0.02,1579.0
K K Palais Hotel,7.5,992,48.2138096,16.3714293,K K Palais Hotel_48.214_16.371,228.0
Radisson Blu Hotel Amsterdam,10.0,4593,52.3702469,4.8966743,Radisson Blu Hotel Amsterdam_52.37_4.897,1177.0
Catalonia Rigoletto,9.2,1562,41.385817,2.1256789,Catalonia Rigoletto_41.386_2.126,277.0
Hotel Neri,9.6,177,41.3832498,2.1753483,Hotel Neri_41.383_2.175,76.0
Capri by Fraser Barcelona,9.6,2988,41.3976233,2.188975,Capri by Fraser Barcelona_41.398_2.189,518.0
Hotel Espa a Ramblas,9.6,1908,41.3799209,2.1728181,Hotel Espa a Ramblas_41.38_2.173,670.0
Abba Garden,9.6,959,41.3854716,2.1018835,Abba Garden_41.385_2.102,125.0
Zenit Barcelona,9.2,645,41.3949199,2.1468594,Zenit Barcelona_41.395_2.147,79.0
Hyatt Regency Amsterdam,8.8,293,52.3617751,4.9118187,Hyatt Regency Amsterdam_52.362_4.912,67.0
Copthorne Tara Hotel London Kensington,8.8,7105,51.499046,-0.1917073,Copthorne Tara Hotel London Kensington_51.499_-0.192,3578.0
Courtyard by Marriott Vienna Schoenbrunn,10.0,625,48.184732,16.3211959,Courtyard by Marriott Vienna Schoenbrunn_48.185_16.321,94.0
Arthotel ANA Prime,8.8,1813,48.1925582,16.3576071,Arthotel ANA Prime_48.193_16.358,307.0
Fletcher Hotel Amsterdam,8.3,3773,52.2924567,4.9444338,Fletcher Hotel Amsterdam_52.292_4.944,595.0
Austria Trend Hotel Park Royal Palace Vienna,9.2,3667,48.191339,16.3165873,Austria Trend Hotel Park Royal Palace Vienna_48.191_16.317,440.0
Falkensteiner Hotel Wien Zentrum Schottenfeld,9.6,977,48.2048494,16.343618,Falkensteiner Hotel Wien Zentrum Schottenfeld_48.205_16.344,95.0
Hilton Vienna Plaza,7.9,1531,48.2155236,16.3646858,Hilton Vienna Plaza_48.216_16.365,290.0
Palais Hansen Kempinski Vienna,9.6,865,48.2163149,16.3685103,Palais Hansen Kempinski Vienna_48.216_16.369,196.0
Hotel de France Wien,9.2,5177,48.2146623,16.3627994,Hotel de France Wien_48.215_16.363,956.0
Grand Ferdinand Vienna Your Hotel In The City Center,4.2,2378,48.2022415,16.3749336,Grand Ferdinand Vienna Your Hotel In The City Center_48.202_16.375,477.0
Hotel Am Schubertring,9.2,1259,48.2017277,16.375463,Hotel Am Schubertring_48.202_16.375,285.0
The Ritz Carlton Vienna,7.5,470,48.2022742,16.3762615,The Ritz Carlton Vienna_48.202_16.376,120.0
Hotel K nig von Ungarn,9.6,1207,48.2082215,16.3751842,Hotel K nig von Ungarn_48.208_16.375,268.0
Hotel Domizil,10.0,1558,48.2080479,16.375612,Hotel Domizil_48.208_16.376,225.0
Hotel Capricorno,10.0,2279,48.2111522,16.3788631,Hotel Capricorno_48.211_16.379,511.0
Room Mate Giulia,10.0,2011,45.4651371,9.1895249,Room Mate Giulia_45.465_9.19,521.0
Simm s Hotel,8.8,849,48.1790835,16.4116997,Simm s Hotel_48.179_16.412,92.0
Hotel Esther a,9.6,4687,52.3705447,4.8886439,Hotel Esther a_52.371_4.889,1837.0
Hotel Royal,10.0,840,48.2078727,16.3724042,Hotel Royal_48.208_16.372,149.0
Sloane Square Hotel,8.8,1140,51.4927325,-0.1573708,Sloane Square Hotel_51.493_-0.157,462.0
Best Western Plus Hotel Blue Square,10.0,3161,52.3786823,4.8207833,Best Western Plus Hotel Blue Square_52.379_4.821,594.0
Austria Trend Hotel Ananas Wien,6.7,4217,48.1915401,16.3546263,Austria Trend Hotel Ananas Wien_48.192_16.355,546.0
Hotel Zeitgeist Vienna Hauptbahnhof,9.6,841,48.1829645,16.3776709,Hotel Zeitgeist Vienna Hauptbahnhof_48.183_16.378,100.0
AZIMUT Hotel Vienna,10.0,1060,48.1834787,16.3762765,AZIMUT Hotel Vienna_48.183_16.376,166.0
Hilton London Canary Wharf,9.6,3040,51.5007324,-0.01655,Hilton London Canary Wharf_51.501_-0.017,1541.0
Grange Holborn Hotel,10.0,845,51.519616,-0.1218432,Grange Holborn Hotel_51.52_-0.122,361.0
WestCord Art Hotel Amsterdam 4 stars,7.9,1712,52.3924898,4.8683822,WestCord Art Hotel Amsterdam 4 stars_52.392_4.868,467.0
W Amsterdam,5.0,802,52.3727871,4.8900059,W Amsterdam_52.373_4.89,214.0
NH City Centre Amsterdam,9.2,3417,52.3697554,4.8887815,NH City Centre Amsterdam_52.37_4.889,778.0
The Stafford London,10.0,492,51.5059087,-0.1403795,The Stafford London_51.506_-0.14,200.0
The Tower A Guoman Hotel,7.9,3486,51.5064721,-0.0716893,The Tower A Guoman Hotel_51.506_-0.072,1828.0
Ramada Apollo Amsterdam Centre,7.1,5770,52.3681299,4.8440847,Ramada Apollo Amsterdam Centre_52.368_4.844,1704.0
Amsterdam Marriott Hotel,8.8,1556,52.362514,4.8800077,Amsterdam Marriott Hotel_52.363_4.88,389.0
Park Hotel,10.0,2027,52.3613814,4.8832594,Park Hotel_52.361_4.883,636.0
NH Amsterdam Centre,6.3,1574,52.3630682,4.8794451,NH Amsterdam Centre_52.363_4.879,395.0
DO CO Hotel Vienna,7.5,720,48.2082385,16.3715725,DO CO Hotel Vienna_48.208_16.372,154.0
Hotel Am Stephansplatz,10.0,520,48.2087646,16.3721138,Hotel Am Stephansplatz_48.209_16.372,135.0
The Savoy,10.0,1021,51.5111922,-0.1194006,The Savoy_51.511_-0.119,540.0
The May Fair Hotel,9.6,1994,51.5078943,-0.1436707,The May Fair Hotel_51.508_-0.144,800.0
Best Western Hotel Pension Arenberg Wien Zentrum,8.3,1238,48.2107358,16.382147,Best Western Hotel Pension Arenberg Wien Zentrum_48.211_16.382,199.0
Hotel Stefanie,9.2,3883,48.2142766,16.3801779,Hotel Stefanie_48.214_16.38,884.0
Amba Hotel Charing Cross,9.2,1694,51.508236,-0.1261963,Amba Hotel Charing Cross_51.508_-0.126,785.0
Hotel Das Tigra,7.5,1817,48.2121772,16.3680771,Hotel Das Tigra_48.212_16.368,358.0
Holiday Inn London Brent Cross,4.2,835,51.5731061,-0.2233332,Holiday Inn London Brent Cross_51.573_-0.223,433.0
Bermondsey Square Hotel A Bespoke Hotel,9.2,844,51.4991134,-0.0790969,Bermondsey Square Hotel A Bespoke Hotel_51.499_-0.079,399.0
Courtyard by Marriott Vienna Prater Messe,10.0,1766,48.2130607,16.4133973,Courtyard by Marriott Vienna Prater Messe_48.213_16.413,191.0
NH Barcelona Stadium,9.2,1257,41.3812574,2.1269078,NH Barcelona Stadium_41.381_2.127,176.0
Imperial Riding School Renaissance Vienna Hotel,7.9,1395,48.1966396,16.3863822,Imperial Riding School Renaissance Vienna Hotel_48.197_16.386,267.0
Aparthotel Adagio Vienna City,5.8,1787,48.2110845,16.3838405,Aparthotel Adagio Vienna City_48.211_16.384,312.0
Mercure Barcelona Condor,10.0,434,41.3999934,2.1452467,Mercure Barcelona Condor_41.4_2.145,46.0
H10 Cubik 4 Sup,9.6,1398,41.388024,2.1731556,H10 Cubik 4 Sup_41.388_2.173,382.0
Sunotel Club Central,7.1,2836,41.38793,2.1568061,Sunotel Club Central_41.388_2.157,401.0
Conservatorium Hotel,10.0,592,52.358631,4.8786236,Conservatorium Hotel_52.359_4.879,138.0
NH Amsterdam Zuid,7.9,1245,52.3266672,4.8800884,NH Amsterdam Zuid_52.327_4.88,229.0
Hotel Tocq,9.2,189,45.4828787,9.186346,Hotel Tocq_45.483_9.186,34.0
The Square Milano Duomo,9.6,4192,45.4608604,9.1890215,The Square Milano Duomo_45.461_9.189,899.0
Mandarin Oriental Milan,9.2,186,45.4694772,9.1909325,Mandarin Oriental Milan_45.469_9.191,34.0
Art Hotel Navigli,7.9,3636,45.4501306,9.1696481,Art Hotel Navigli_45.45_9.17,366.0
Hotel Balmoral,7.1,1023,41.3961294,2.1551626,Hotel Balmoral_41.396_2.155,140.0
Brunelleschi Hotel,8.8,3720,45.461177,9.191047,Brunelleschi Hotel_45.461_9.191,544.0
Camperio House Suites Apartments,9.6,567,45.466598,9.183064,Camperio House Suites Apartments_45.467_9.183,151.0
TownHouse 33,9.2,362,45.4693349,9.2142383,TownHouse 33_45.469_9.214,59.0
Hotel Regina,10.0,285,45.459485,9.179511,Hotel Regina_45.459_9.18,60.0
Hotel Capitol Milano,8.8,584,45.4661781,9.1588367,Hotel Capitol Milano_45.466_9.159,66.0
Hotel Clerici,7.1,517,45.4667717,9.1871001,Hotel Clerici_45.467_9.187,111.0
UNA Hotel Cusani,7.9,1606,45.4684251,9.1834161,UNA Hotel Cusani_45.468_9.183,264.0
Hotel Pierre Milano,9.2,397,45.4595203,9.1770004,Hotel Pierre Milano_45.46_9.177,67.0
MiHotel,9.2,319,45.4405621,9.1921165,MiHotel_45.441_9.192,22.0
Hotel Milano Scala,9.2,1274,45.4689376,9.1868891,Hotel Milano Scala_45.469_9.187,263.0
IH Hotels Milano Gioia,7.5,3811,45.49952,9.206138,IH Hotels Milano Gioia_45.5_9.206,423.0
Style Hotel,9.2,305,45.4708973,9.1840992,Style Hotel_45.471_9.184,70.0
Andreola Central Hotel,9.2,1135,45.4836517,9.2078581,Andreola Central Hotel_45.484_9.208,200.0
Hotel Bristol,8.8,516,45.4845769,9.2065256,Hotel Bristol_45.485_9.207,73.0
Admiral Hotel,7.1,330,45.480515,9.160063,Admiral Hotel_45.481_9.16,26.0
UNA Hotel Century,9.6,2351,45.4841371,9.2001623,UNA Hotel Century_45.484_9.2,385.0
Hotel Marconi,10.0,1806,45.4868744,9.2018407,Hotel Marconi_45.487_9.202,256.0
Hotel Cavour,7.9,2463,45.4726942,9.1943911,Hotel Cavour_45.473_9.194,400.0
Best Western Plus Hotel Felice Casati,7.1,1817,45.4787357,9.2041131,Best Western Plus Hotel Felice Casati_45.479_9.204,302.0
Nu Hotel,8.8,1032,45.4911829,9.2393614,Nu Hotel_45.491_9.239,115.0
Hotel Magna Pars Small Luxury Hotels of the World,9.6,454,45.4524879,9.1669784,Hotel Magna Pars Small Luxury Hotels of the World_45.452_9.167,83.0
Mercure Milano Regency,8.3,252,45.4897688,9.1549451,Mercure Milano Regency_45.49_9.155,27.0
Hotel Auriga,7.5,1299,45.4858877,9.2042827,Hotel Auriga_45.486_9.204,258.0
Hotel Portello Gruppo Minihotel,9.2,1197,45.4802503,9.1494925,Hotel Portello Gruppo Minihotel_45.48_9.149,71.0
Idea Hotel Milano San Siro,5.4,5742,45.4720654,9.0777871,Idea Hotel Milano San Siro_45.472_9.078,467.0
Windsor Hotel Milano,8.8,2601,45.4794587,9.1951427,Windsor Hotel Milano_45.479_9.195,435.0
Four Points Sheraton Milan Center,9.6,740,45.4851889,9.198015,Four Points Sheraton Milan Center_45.485_9.198,136.0
Four Seasons Hotel Milano,8.8,221,45.469339,9.195108,Four Seasons Hotel Milano_45.469_9.195,44.0
IH Hotels Milano Watt 13,9.6,2122,45.443791,9.152947,IH Hotels Milano Watt 13_45.444_9.153,186.0
LaGare Hotel Milano Centrale MGallery by Sofitel,10.0,2678,45.484237,9.198858,LaGare Hotel Milano Centrale MGallery by Sofitel_45.484_9.199,499.0
Barcel Milan,7.9,3228,45.51152,9.1241306,Barcel Milan_45.512_9.124,233.0
UNA Hotel Scandinavia,9.6,579,45.4859983,9.1637603,UNA Hotel Scandinavia_45.486_9.164,68.0
Acca Palace,8.3,1886,45.5099969,9.1739942,Acca Palace_45.51_9.174,209.0
Sina De La Ville,6.7,1718,45.465957,9.192297,Sina De La Ville_45.466_9.192,273.0
UNA Hotel Mediterraneo,7.9,1088,45.451873,9.20548,UNA Hotel Mediterraneo_45.452_9.205,73.0
Hotel La Spezia Gruppo MiniHotel,6.7,507,45.4408963,9.1728003,Hotel La Spezia Gruppo MiniHotel_45.441_9.173,33.0
Exe Laietana Palace,7.5,2045,41.3833541,2.1794038,Exe Laietana Palace_41.383_2.179,424.0
Grand Hotel Central,9.6,988,41.3849695,2.1776631,Grand Hotel Central_41.385_2.178,298.0
Ilunion Almirante,6.3,1484,41.3860521,2.176157,Ilunion Almirante_41.386_2.176,264.0
Ohla Barcelona,7.1,1346,41.3870479,2.174336,Ohla Barcelona_41.387_2.174,367.0
Barcelona Hotel Colonial,9.2,287,41.3822909,2.1807447,Barcelona Hotel Colonial_41.382_2.181,54.0
NH Milano Machiavelli,10.0,1119,45.4776167,9.2016244,NH Milano Machiavelli_45.478_9.202,180.0
Hotel Sanpi Milano,10.0,904,45.4777623,9.203169,Hotel Sanpi Milano_45.478_9.203,153.0
Best Western Hotel Ascot,5.0,1741,45.4580137,9.1913676,Best Western Hotel Ascot_45.458_9.191,236.0
Ca Bianca Hotel Corte Del Naviglio,5.8,1319,45.443502,9.1377081,Ca Bianca Hotel Corte Del Naviglio_45.444_9.138,81.0
IH Hotels Milano Lorenteggio,7.1,2181,45.4436132,9.1161094,IH Hotels Milano Lorenteggio_45.444_9.116,163.0
Hilton Garden Inn Milan North,6.3,3613,45.5161671,9.2272778,Hilton Garden Inn Milan North_45.516_9.227,440.0
DoubleTree By Hilton Milan,9.2,277,45.5005657,9.1383663,DoubleTree By Hilton Milan_45.501_9.138,41.0
Hilton Milan,8.3,988,45.4862032,9.200322,Hilton Milan_45.486_9.2,233.0
Hotel Wagner,8.3,135,45.4684949,9.1550355,Hotel Wagner_45.468_9.155,10.0
Hotel Boutique Duomo,3.0,491,45.4909585,9.1614268,Hotel Boutique Duomo_45.491_9.161,62.0
Hotel Manin,9.6,1757,45.4739801,9.1960671,Hotel Manin_45.474_9.196,224.0
Grand Hotel et de Milan,10.0,451,45.4699058,9.1925024,Grand Hotel et de Milan_45.47_9.193,78.0
Armani Hotel Milano,6.3,835,45.470532,9.19302,Armani Hotel Milano_45.471_9.193,156.0
Meli Milano,9.2,984,45.4792738,9.1459546,Meli Milano_45.479_9.146,107.0
Hotel Mediolanum,8.8,885,45.4813423,9.2039494,Hotel Mediolanum_45.481_9.204,120.0
UNA Maison Milano,6.7,1108,45.4633289,9.1884242,UNA Maison Milano_45.463_9.188,320.0
Novotel Milano Linate Aeroporto,9.2,1607,45.4481878,9.2570459,Novotel Milano Linate Aeroporto_45.448_9.257,189.0
Hotel Carrobbio,10.0,888,45.4606597,9.1810947,Hotel Carrobbio_45.461_9.181,131.0
NH Milano Grand Hotel Verdi,8.3,1178,45.4814923,9.192023,NH Milano Grand Hotel Verdi_45.481_9.192,177.0
Crowne Plaza Milan City,5.4,838,45.4896727,9.2006406,Crowne Plaza Milan City_45.49_9.201,157.0
Leonardo Hotel Milan City Center,5.0,1018,45.482442,9.1756982,Leonardo Hotel Milan City Center_45.482_9.176,135.0
Petit Palais Hotel De Charme,7.1,422,45.4559784,9.1871812,Petit Palais Hotel De Charme_45.456_9.187,69.0
Mokinba Hotels Montebianco,10.0,761,45.4788051,9.1446276,Mokinba Hotels Montebianco_45.479_9.145,49.0
Hotel Mentana,7.5,974,45.4622972,9.1814695,Hotel Mentana_45.462_9.181,139.0
Atahotel Contessa Jolanda,10.0,1559,45.4984161,9.1904375,Atahotel Contessa Jolanda_45.498_9.19,119.0
Hotel Berna,10.0,4017,45.4826692,9.2034371,Hotel Berna_45.483_9.203,1052.0
Best Western Atlantic Hotel,10.0,1738,45.4830211,9.2033246,Best Western Atlantic Hotel_45.483_9.203,306.0
LHP Hotel Napoleon,7.9,599,45.4802415,9.2131919,LHP Hotel Napoleon_45.48_9.213,81.0
Ibis Styles Milano Palmanova,3.3,207,45.5045259,9.246461,Ibis Styles Milano Palmanova_45.505_9.246,12.0
Mokinba Hotels Baviera,10.0,1240,45.4782808,9.1997755,Mokinba Hotels Baviera_45.478_9.2,139.0
Hotel Vittoria,6.7,676,45.463135,9.2102,Hotel Vittoria_45.463_9.21,88.0
Starhotels Business Palace,8.3,5265,45.43784,9.230901,Starhotels Business Palace_45.438_9.231,504.0
Hotel Mercure Milano Solari,7.9,918,45.4565757,9.1684824,Hotel Mercure Milano Solari_45.457_9.168,80.0
ADI Hotel Poliziano Fiera,7.9,775,45.4837173,9.1649371,ADI Hotel Poliziano Fiera_45.484_9.165,107.0
Bulgari Hotel Milano,9.6,136,45.4701334,9.1897405,Bulgari Hotel Milano_45.47_9.19,17.0
Best Western Madison Hotel,8.3,2189,45.4881471,9.2016609,Best Western Madison Hotel_45.488_9.202,376.0
The Hub Hotel,6.7,1160,45.5138582,9.1194759,The Hub Hotel_45.514_9.119,78.0
Hotel Silver,6.3,213,45.4589731,9.0687506,Hotel Silver_45.459_9.069,26.0
Colombia,6.3,1114,45.4829817,9.2041911,Colombia_45.483_9.204,150.0
Antares Hotel Rubens,10.0,1231,45.4670579,9.1427822,Antares Hotel Rubens_45.467_9.143,113.0
STRAF a Member of Design Hotels ,9.2,1062,45.465237,9.191247,STRAF a Member of Design Hotels _45.465_9.191,246.0
Sina The Gray,9.6,346,45.4655368,9.1914986,Sina The Gray_45.466_9.191,93.0
Antica Locanda Dei Mercanti,10.0,333,45.467298,9.1846982,Antica Locanda Dei Mercanti_45.467_9.185,82.0
Palazzo Segreti,5.8,392,45.4672309,9.184154,Palazzo Segreti_45.467_9.184,68.0
Hotel Santa Marta Suites,10.0,549,45.4630441,9.183607,Hotel Santa Marta Suites_45.463_9.184,177.0
TH Street Duomo,4.2,172,45.4657568,9.1916674,TH Street Duomo_45.466_9.192,33.0
Uptown Palace,4.6,2901,45.4574655,9.1919138,Uptown Palace_45.457_9.192,448.0
Hotel Manzoni,10.0,956,45.470238,9.195347,Hotel Manzoni_45.47_9.195,206.0
Senato Hotel Milano,9.2,1031,45.4714062,9.1965303,Senato Hotel Milano_45.471_9.197,204.0
Baglioni Hotel Carlton The Leading Hotels of the World,9.2,775,45.4691663,9.1984454,Baglioni Hotel Carlton The Leading Hotels of the World_45.469_9.198,153.0
Hotel Da Vinci,8.8,16670,45.5331372,9.1711019,Hotel Da Vinci_45.533_9.171,1877.0
TownHouse Duomo,9.2,336,45.4648822,9.1893265,TownHouse Duomo_45.465_9.189,68.0
TownHouse Galleria,5.8,731,45.4657842,9.1895321,TownHouse Galleria_45.466_9.19,153.0
Hotel Spadari Al Duomo,9.6,755,45.463579,9.1869092,Hotel Spadari Al Duomo_45.464_9.187,243.0
Starhotels Ritz,9.2,4248,45.4779041,9.2094965,Starhotels Ritz_45.478_9.209,653.0
Ramada Plaza Milano,9.6,2612,45.501946,9.2277569,Ramada Plaza Milano_45.502_9.228,346.0
NH Milano Touring,10.0,4568,45.4769167,9.196665,NH Milano Touring_45.477_9.197,646.0
AC Hotel Milano a Marriott Lifestyle Hotel,7.9,580,45.4851799,9.1831189,AC Hotel Milano a Marriott Lifestyle Hotel_45.485_9.183,72.0
Hotel Tiziano Park Vita Parcour Gruppo MiniHotels,6.7,708,45.4709657,9.1566242,Hotel Tiziano Park Vita Parcour Gruppo MiniHotels_45.471_9.157,61.0
Park Hyatt Milano,8.8,428,45.4654912,9.1889612,Park Hyatt Milano_45.465_9.189,115.0
Nhow Milan,10.0,2286,45.4510425,9.1606536,Nhow Milan_45.451_9.161,198.0
Holiday Inn Milan Garibaldi Station,6.7,484,45.488764,9.183057,Holiday Inn Milan Garibaldi Station_45.489_9.183,49.0
Milan Suite Hotel,9.2,933,45.5000245,9.1428722,Milan Suite Hotel_45.5_9.143,137.0
Klima Hotel Milano Fiere,7.9,1785,45.5147974,9.116606,Klima Hotel Milano Fiere_45.515_9.117,109.0
Radisson Blu Hotel Milan,9.6,1626,45.500667,9.1445874,Radisson Blu Hotel Milan_45.501_9.145,223.0
Milan Marriott Hotel,3.8,576,45.4611287,9.1542675,Milan Marriott Hotel_45.461_9.154,74.0
ADI Doria Grand Hotel,8.8,896,45.4853717,9.2115837,ADI Doria Grand Hotel_45.485_9.212,147.0
Starhotels Echo,9.6,3774,45.4847398,9.2072916,Starhotels Echo_45.485_9.207,593.0
Bianca Maria Palace Hotel,8.8,2770,45.4635445,9.2068649,Bianca Maria Palace Hotel_45.464_9.207,520.0
Hotel D Este,9.6,1085,45.4510397,9.1920911,Hotel D Este_45.451_9.192,98.0
Hotel Liberty,2.5,465,45.4508673,9.1948659,Hotel Liberty_45.451_9.195,65.0
Best Western Hotel Mirage,8.3,785,45.4947129,9.1418864,Best Western Hotel Mirage_45.495_9.142,83.0
Hotel Raffaello,7.5,824,45.494861,9.141551,Hotel Raffaello_45.495_9.142,81.0
Antares Hotel Accademia,5.8,415,45.4921089,9.1476806,Antares Hotel Accademia_45.492_9.148,30.0
Starhotels Tourist,9.2,2135,45.5266395,9.2131549,Starhotels Tourist_45.527_9.213,232.0
Grand Visconti Palace,10.0,1536,45.4471408,9.2070051,Grand Visconti Palace_45.447_9.207,188.0
Best Western Hotel Major,8.3,1107,45.4472099,9.2090967,Best Western Hotel Major_45.447_9.209,73.0
Hotel Lombardia,7.9,713,45.4872511,9.2237385,Hotel Lombardia_45.487_9.224,55.0
NH Milano Palazzo Moscova,10.0,948,45.480968,9.189977,NH Milano Palazzo Moscova_45.481_9.19,109.0
Best Western Antares Hotel Concorde,9.6,984,45.502453,9.2218364,Best Western Antares Hotel Concorde_45.502_9.222,119.0
Atahotel Linea Uno,7.1,1199,45.50054,9.2208089,Atahotel Linea Uno_45.501_9.221,119.0
Best Western Hotel Astoria,8.3,507,45.4725167,9.1439198,Best Western Hotel Astoria_45.473_9.144,37.0
Sheraton Diana Majestic,6.3,393,45.4736557,9.2066824,Sheraton Diana Majestic_45.474_9.207,83.0
Hotel degli Arcimboldi,10.0,10842,45.5257221,9.2150033,Hotel degli Arcimboldi_45.526_9.215,1118.0
Novotel Milano Nord Ca Granda,7.1,392,45.506502,9.1965192,Novotel Milano Nord Ca Granda_45.507_9.197,59.0
Best Western Hotel St George,9.2,1700,45.4770906,9.2054208,Best Western Hotel St George_45.477_9.205,273.0
NH Carlton Amsterdam,5.4,4231,52.3663727,4.8930505,NH Carlton Amsterdam_52.366_4.893,1110.0
Albus Hotel Amsterdam City Centre,6.7,564,52.365823,4.893243,Albus Hotel Amsterdam City Centre_52.366_4.893,194.0
Hotel Vilamar ,5.8,1127,41.3766732,2.1524478,Hotel Vilamar _41.377_2.152,173.0
Vilana Hotel,7.5,642,41.4047934,2.1288527,Vilana Hotel_41.405_2.129,62.0
Acevi Villarroel,9.6,2251,41.3853781,2.1567228,Acevi Villarroel_41.385_2.157,352.0
Hotel Arkadenhof,9.2,217,48.2307014,16.3552189,Hotel Arkadenhof_48.231_16.355,28.0
Hotel Vondel Amsterdam,7.9,1952,52.3625662,4.8779225,Hotel Vondel Amsterdam_52.363_4.878,522.0
Park Inn by Radisson Uno City Vienna,9.2,2341,48.2340799,16.4210093,Park Inn by Radisson Uno City Vienna_48.234_16.421,361.0
NH Danube City,9.2,1380,48.2353789,16.4219737,NH Danube City_48.235_16.422,224.0
Strandhotel Alte Donau,10.0,216,48.2390022,16.4292329,Strandhotel Alte Donau_48.239_16.429,41.0
ARCOTEL Kaiserwasser Superior,4.2,1257,48.231915,16.417026,ARCOTEL Kaiserwasser Superior_48.232_16.417,143.0
